Name,Position,Device,GUID,Parent GUID,MD5 Digest,Path Name,Kind,MIME Type,Date,Cellebrite deleted_state,Cellebrite id,Cellebrite Folder,Cellebrite type,Cellebrite Type,Cellebrite VideoCall,Cellebrite Title,Cellebrite LastVisited,Cellebrite Url,Cellebrite VisitCount,Contact Full Name,Contact Mobile Phone,MaximumLatitude,MinimumLatitude,MaximumLongitude,MinimumLongitude,Latitude,Longitude,iOS Message Remote Participants,iOS SMS Read,iOS First Message,iOS Last Message,Application Created,File Created,Communication Date,Cellebrite MetaData Modify time,Cellebrite MetaData DateTime,Cellebrite StartDate,Exif Date Time
0C:D5:02:BA:EB:83,4-0-7-2224,iPhone 3GS,32c71d0f-9f53-4a03-9aa4-a280fd37fedc,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,3395aaab-1445-4dfa-8505-322a29d2f9df,,Location,,,,,,,,,,,,,39.559,-76.08,,,,,,,,,,,
MCC=310 MNC=410 LAC=7967 CI=159678060,4-0-7-2225,iPhone 3GS,0aeb2340-7d61-4449-b1c5-7624d714a288,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,cd54b9c6-e028-45ca-a0d5-030666416906,,Location,,,,,,,,,,,,,39.199,-76.68,,,,,,,,,,,
00:C0:23:BC:A0:60,4-0-7-2226,iPhone 3GS,e1c9bf28-828d-4e50-8317-7f6d35366b18,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,372aa9c5-c82f-4017-99e1-c53af406ede9,,Location,,,,,,,,,,,,,39.202,-76.679,,,,,,,,,,,
00:0B:86:D3:F4:40,4-0-7-2227,iPhone 3GS,0e7960ac-54c3-4c9c-a6d5-55a01b68deb8,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,f2f80b6a-ac96-4c3e-816f-45b960005d7c,,Location,,,,,,,,,,,,,39.203,-76.683,,,,,,,,,,,
D0:C2:82:F6:2D:03,4-0-7-2228,iPhone 3GS,20e0007b-dee2-4f6c-9acb-2aafd258343b,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,c6ac711f-42a2-4a32-b3bc-55a338d28936,,Location,,,,,,,,,,,,,39.561,-76.053,,,,,,,,,,,
44:A7:CF:F4:D6:72,4-0-7-2229,iPhone 3GS,07790549-1928-41e3-93fb-68a9048ef1cb,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,f032b5b1-40e0-4e1f-a898-e6534a2e6c85,,Location,,,,,,,,,,,,,39.202,-76.678,,,,,,,,,,,
00:1F:CA:84:84:B0,4-0-7-2230,iPhone 3GS,153a4b0b-1032-49c7-9f3a-5bd9d0d05f03,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,7cb3a793-35e2-486c-a69c-638b9ddc5320,,Location,,,,,,,,,,,,,39.206,-76.691,,,,,,,,,,,
00:0F:F8:58:36:B1,4-0-7-2231,iPhone 3GS,96b46580-4b2a-4f00-a6dc-a9f410251992,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,db3a3961-fcab-4afa-9396-9e99dbaf1bee,,Location,,,,,,,,,,,,,39.561,-76.053,,,,,,,,,,,
B8:62:1F:7C:7D:A3,4-0-7-2232,iPhone 3GS,edb0d061-f6e7-4a8d-b37b-bda885056716,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,4d127dad-d6de-41fd-a375-077c46443420,,Location,,,,,,,,,,,,,39.561,-76.058,,,,,,,,,,,
00:0B:86:F5:33:21,4-0-7-2233,iPhone 3GS,942473ff-d73a-41f3-afd7-b3597436a8eb,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,87f8c903-e445-4359-863d-f11d59ce0139,,Location,,,,,,,,,,,,,39.201,-76.686,,,,,,,,,,,
00:15:E9:14:ED:04,4-0-7-2234,iPhone 3GS,d54c9a3a-5b61-4bda-bfc4-ad1a1d4ba6a6,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,3baa1477-99a1-4152-8853-0f730dee709d,,Location,,,,,,,,,,,,,39.549,-76.09,,,,,,,,,,,
E0:91:F5:88:16:3C,4-0-7-2235,iPhone 3GS,51cd2bea-a778-4663-a3d0-9e2cee4ac356,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,7e489fc3-7ed8-4219-9043-d086549cb8e7,,Location,,,,,,,,,,,,,39.554,-76.094,,,,,,,,,,,
00:23:EB:AD:DF:A0,4-0-7-2236,iPhone 3GS,69476065-f2c4-44db-9e70-d0280489d98c,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,543f5634-c6a2-4ac4-b6e9-4d5edd7f3650,,Location,,,,,,,,,,,,,39.207,-76.689,,,,,,,,,,,
00:13:10:99:75:86,4-0-7-2237,iPhone 3GS,fb407f4a-7024-43a6-8c24-8e4f7ee31c4e,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,4e57deae-fd91-4070-ad26-24357820349c,,Location,,,,,,,,,,,,,39.566,-76.071,,,,,,,,,,,
00:0F:66:09:A1:9F,4-0-7-2238,iPhone 3GS,ae92c302-d570-4a35-a9ca-849153205cf9,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,30c5c30e-b421-4b30-af92-9eddcd87ce32,,Location,,,,,,,,,,,,,39.207,-76.689,,,,,,,,,,,
00:12:0E:7A:76:65,4-0-7-2239,iPhone 3GS,5b276dfa-0778-4a34-a897-9c0330d5076c,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,6693f1f8-6a3b-47e4-aaf4-3cc9fb1efc2d,,Location,,,,,,,,,,,,,39.56,-76.07,,,,,,,,,,,
00:03:52:C1:82:B0,4-0-7-2240,iPhone 3GS,dd3cfcf5-8552-463e-86e7-7464ab0549ba,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,54bc472b-1f76-487c-a91b-44f2db3958d0,,Location,,,,,,,,,,,,,39.206,-76.693,,,,,,,,,,,
00:1C:DF:14:E5:EA,4-0-7-2241,iPhone 3GS,c50c230f-ddaf-4958-864b-8db5db27dde8,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,17049526-feeb-4996-8600-c7f2dc2d614d,,Location,,,,,,,,,,,,,39.561,-76.076,,,,,,,,,,,
00:1C:DF:1F:AC:D1,4-0-7-2242,iPhone 3GS,b76466c3-08a2-4848-9911-a1ac8ad09eac,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,ba8eb5ec-1198-4df8-aec9-3b462b9dba6c,,Location,,,,,,,,,,,,,39.574,-76.061,,,,,,,,,,,
00:1C:DF:51:D9:04,4-0-7-2243,iPhone 3GS,40b93a7b-2c25-4ff7-805f-bdbc95cba304,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,054d48bc-ca6e-431d-a45a-b1fc87e4ed52,,Location,,,,,,,,,,,,,39.204,-76.689,,,,,,,,,,,
00:C0:23:BC:A3:91,4-0-7-2244,iPhone 3GS,f2aca742-04f6-4c72-ba85-ba9a4d1578e0,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,28dc0914-97cb-44f0-a422-39615b9a159c,,Location,,,,,,,,,,,,,39.202,-76.679,,,,,,,,,,,
78:CD:8E:0C:32:7B,4-0-7-2245,iPhone 3GS,0bfd3403-9177-41ac-8c9b-953e4fd9cfd2,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,b2233180-b4ea-4de7-ae69-294842a267d7,,Location,,,,,,,,,,,,,39.549,-76.088,,,,,,,,,,,
00:C0:23:B8:D2:10,4-0-7-2246,iPhone 3GS,bedd1128-84af-4605-bbe6-0c97fd321143,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,999dd20e-c168-4e4f-bc8b-12226c18f578,,Location,,,,,,,,,,,,,39.197,-76.686,,,,,,,,,,,
00:25:9C:BB:2C:92,4-0-7-2247,iPhone 3GS,e0032a5d-b402-4440-a0b3-6e5c605e205c,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,afbbed7b-78a4-4b7c-b08e-b4f1278edf26,,Location,,,,,,,,,,,,,39.575,-76.063,,,,,,,,,,,
00:0B:86:D5:2B:C1,4-0-7-2248,iPhone 3GS,6aa31ba1-3516-45da-9b1e-bbc3f41a57bf,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,4f9715dc-9a0d-463c-883a-51d3d975e610,,Location,,,,,,,,,,,,,39.202,-76.686,,,,,,,,,,,
E0:46:9A:3F:DD:5D,4-0-7-2249,iPhone 3GS,5811ef0a-8c62-441a-bec2-fc89654fb877,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,2e68b21e-7de2-4961-b56b-c54f4e1b71aa,,Location,,,,,,,,,,,,,39.549,-76.09,,,,,,,,,,,
00:0B:86:D5:25:01,4-0-7-2250,iPhone 3GS,beedbb0c-cfc9-4bb7-881f-8a89a3f8a54f,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,b6d5b178-a476-4317-8dff-6c054d38a67d,,Location,,,,,,,,,,,,,39.202,-76.686,,,,,,,,,,,
00:1C:DF:C7:2D:B5,4-0-7-2251,iPhone 3GS,c4b4bc48-cedc-436a-ac43-5cf87e53501b,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,f02cef9a-46bc-4fec-9fef-f01bd3a5d127,,Location,,,,,,,,,,,,,39.207,-76.689,,,,,,,,,,,
00:03:52:AA:AA:D0,4-0-7-2252,iPhone 3GS,94318405-6c9e-4144-b49f-2abee546f91b,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,e0406bc7-e089-45ea-837f-811f18db48c3,,Location,,,,,,,,,,,,,39.206,-76.693,,,,,,,,,,,
00:1E:F7:75:50:91,4-0-7-2253,iPhone 3GS,18b7ed6d-882a-49ec-8432-df6039c0b60b,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,2cbef8f5-8d28-47f9-9bf8-061dde1860a2,,Location,,,,,,,,,,,,,39.197,-76.687,,,,,,,,,,,
00:03:52:97:43:71,4-0-7-2254,iPhone 3GS,bc783d38-a782-4baf-9409-c198d0ab4490,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,23ce8c9e-c95d-4bde-83b9-7f1e27a5aa72,,Location,,,,,,,,,,,,,39.202,-76.678,,,,,,,,,,,
MCC=310 MNC=410 LAC=7996 CI=159373327,4-0-7-2255,iPhone 3GS,11548c28-460a-4243-9ada-b8d0e750dae6,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,39a11479-81a8-4aad-ba91-752442f82907,,Location,,,,,,,,,,,,,39.309,-76.617,,,,,,,,,,,
B8:62:1F:44:DC:42,4-0-7-2256,iPhone 3GS,ee068644-36e2-4c50-8bc6-e709e9993462,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,55fb2089-ff1b-4519-b861-fa0459336713,,Location,,,,,,,,,,,,,39.561,-76.057,,,,,,,,,,,
B8:62:1F:7C:63:D0,4-0-7-2257,iPhone 3GS,965d5c99-7906-4b49-90f8-30462e537b7e,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,6e82d8d6-3e62-4fa7-a7e6-dfc76b74b0bc,,Location,,,,,,,,,,,,,39.561,-76.053,,,,,,,,,,,
00:50:7F:E1:61:F5,4-0-7-2258,iPhone 3GS,d2e6a8c6-ea9c-48f1-bb7c-daa1113c43ae,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,7edc9717-79b9-444b-a88d-1e7858724e77,,Location,,,,,,,,,,,,,39.207,-76.689,,,,,,,,,,,
E0:91:F5:86:F3:80,4-0-7-2259,iPhone 3GS,cc6bf5d6-4e6a-4b40-a41f-f8429f822bc2,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,1d7e77ab-5b3d-4e7f-bc0b-12b133cdfe71,,Location,,,,,,,,,,,,,39.558,-76.076,,,,,,,,,,,
00:12:0E:80:3F:E4,4-0-7-2260,iPhone 3GS,f695777e-5b4a-4907-8b1a-fa7e147258a8,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,d82c4859-134e-4d44-b7e8-84a2583f8a7f,,Location,,,,,,,,,,,,,39.558,-76.075,,,,,,,,,,,
00:11:50:14:9E:A0,4-0-7-2261,iPhone 3GS,047439ef-cccb-4baa-9411-4c1012941f83,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,93381372-74fd-4dd3-8da6-6a730f524163,,Location,,,,,,,,,,,,,39.2,-76.685,,,,,,,,,,,
A0:21:B7:86:F2:AC,4-0-7-2262,iPhone 3GS,48dfc339-f8ab-4b2a-bcfc-3a217ed84b7d,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,b2cfbcfb-edbd-4f1a-ba91-cf024feef422,,Location,,,,,,,,,,,,,39.565,-76.071,,,,,,,,,,,
MCC=310 MNC=410 LAC=12992 CI=218507339,4-0-7-2263,iPhone 3GS,920f96f5-7658-487b-bdf3-257d42afd5f0,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,697b2891-f643-4162-b5dc-d438a09fbb16,,Location,,,,,,,,,,,,,35.042,-79.005,,,,,,,,,,,
00:17:3F:56:0E:92,4-0-7-2264,iPhone 3GS,71562a5f-ae4e-444f-a17c-069ccb455653,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,e0e5e12c-17e9-429f-846c-2b9fbcbf4089,,Location,,,,,,,,,,,,,39.564,-76.068,,,,,,,,,,,
MCC=310 MNC=410 LAC=7967 CI=159277558,4-0-7-2265,iPhone 3GS,5a4f7e10-8469-4bee-a49c-6b7577f5609c,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,9e56a735-3df1-41a7-9ebc-03bea7335663,,Location,,,,,,,,,,,,,39.2,-76.691,,,,,,,,,,,
00:23:69:F6:EA:D0,4-0-7-2266,iPhone 3GS,ae762977-c103-4852-be1a-0d1ad6ae53a4,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,b14b75c8-1333-4005-9cec-17ac4da5e82d,,Location,,,,,,,,,,,,,39.55,-76.091,,,,,,,,,,,
00:18:F8:F8:3D:0B,4-0-7-2267,iPhone 3GS,a50e8496-a0a8-47bc-a144-e7d329d238e7,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,62209a76-a629-41d9-afef-6d89f3a8ba48,,Location,,,,,,,,,,,,,39.549,-76.09,,,,,,,,,,,
08:86:3B:07:9D:DA,4-0-7-2268,iPhone 3GS,3b718540-7441-4c9f-b472-d2a6a6e31d17,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,95ab0af7-7751-4ce0-b49e-c81aaadd7524,,Location,,,,,,,,,,,,,39.569,-76.074,,,,,,,,,,,
00:C0:23:BA:C6:30,4-0-7-2269,iPhone 3GS,a6206109-be43-4bac-afe2-2a629a24a98e,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,2c504d4a-7ea5-4914-9f43-f36afb542f35,,Location,,,,,,,,,,,,,39.197,-76.686,,,,,,,,,,,
00:1D:2E:16:57:89,4-0-7-2270,iPhone 3GS,84f0ba2a-8436-4b68-b7ad-16e0a77abde8,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,16f1a725-b983-4b3e-bc5b-06c310677228,,Location,,,,,,,,,,,,,39.202,-76.689,,,,,,,,,,,
00:0B:86:D3:F7:20,4-0-7-2271,iPhone 3GS,fad71248-df85-49d1-9766-b46f6d7da948,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,7f636559-2c0a-4b74-ae01-3182b6d2243c,,Location,,,,,,,,,,,,,39.203,-76.682,,,,,,,,,,,
00:1F:CA:83:BC:41,4-0-7-2272,iPhone 3GS,f5ff2a18-dd9e-4189-ac19-8952a8822799,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,366fe9e9-4c36-4927-a715-6f13e57c3c83,,Location,,,,,,,,,,,,,39.207,-76.691,,,,,,,,,,,
0C:D5:02:C4:37:3B,4-0-7-2273,iPhone 3GS,cca851a6-04c5-4140-809f-68e3d0490b36,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,fc850b65-d379-47c9-9760-ec3f417dbecd,,Location,,,,,,,,,,,,,39.563,-76.071,,,,,,,,,,,
00:18:74:FA:5D:53,4-0-7-2274,iPhone 3GS,afd286a7-e5d4-4993-9ceb-2ae55c87b376,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,8e01ac3d-0670-4eca-b9a2-7b32a517b418,,Location,,,,,,,,,,,,,39.561,-76.062,,,,,,,,,,,
B8:62:1F:7D:15:21,4-0-7-2275,iPhone 3GS,d8bb6a77-60de-45d2-be2c-4b9acdc62bb9,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,c7cf32b8-150d-4d96-b057-0c17357dc27c,,Location,,,,,,,,,,,,,39.56,-76.058,,,,,,,,,,,
00:03:52:AF:7E:F0,4-0-7-2276,iPhone 3GS,ee25c87c-46a6-4a53-8bfb-6eb7ee56b286,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,af726de5-ce75-41f7-8854-1d6ba5f1eee2,,Location,,,,,,,,,,,,,39.207,-76.693,,,,,,,,,,,
00:03:52:97:67:70,4-0-7-2277,iPhone 3GS,9f82ea53-1a39-44b3-bca4-d979ffad3d26,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,e7eeffd5-85d4-4697-b3a2-fee5261c6fac,,Location,,,,,,,,,,,,,39.202,-76.678,,,,,,,,,,,
MCC=310 MNC=410 LAC=12986 CI=218507351,4-0-7-2278,iPhone 3GS,d947f7e5-f588-4c8b-b3ee-f009716628fa,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,a6e7a4e8-7a5d-43d2-bf49-4d28011e10cb,,Location,,,,,,,,,,,,,35.064,-79.049,,,,,,,,,,,
00:03:52:C2:9F:50,4-0-7-2279,iPhone 3GS,258ea9db-47f0-4bbc-bf09-4c4a5d24645f,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,b718781c-21f9-408b-941d-25ded9bacf1e,,Location,,,,,,,,,,,,,39.205,-76.693,,,,,,,,,,,
00:0B:86:D3:F7:01,4-0-7-2280,iPhone 3GS,4889bf8e-5912-485b-9f5c-3add07a73aa1,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,c8dd9d1e-e538-49c2-b842-898d2b73535c,,Location,,,,,,,,,,,,,39.202,-76.686,,,,,,,,,,,
00:21:A0:04:D6:20,4-0-7-2281,iPhone 3GS,f329198f-256e-4a5b-a11c-4ffd7772fbd5,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,b4b44e22-bc63-4cea-a216-e6c5bf54da91,,Location,,,,,,,,,,,,,39.21,-76.677,,,,,,,,,,,
00:18:39:58:69:20,4-0-7-2282,iPhone 3GS,196b042e-8f46-4bde-a3a5-fdb218216f28,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,dfdbcf68-cdc8-4514-adb8-c7669e6c45b8,,Location,,,,,,,,,,,,,39.208,-76.688,,,,,,,,,,,
74:91:1A:11:0D:39,4-0-7-2283,iPhone 3GS,f6e61277-7f04-4a0f-a77a-01c0aac5e965,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,13bc7580-5b3b-485e-941f-b9d43d3bf5b1,,Location,,,,,,,,,,,,,39.197,-76.683,,,,,,,,,,,
C0:3F:0E:A0:49:E0,4-0-7-2284,iPhone 3GS,ecd22238-3201-466a-8926-184fec9ecd11,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,5942b6fa-3310-47e8-b183-d9358186afd8,,Location,,,,,,,,,,,,,39.549,-76.09,,,,,,,,,,,
88:F0:77:AD:78:71,4-0-7-2285,iPhone 3GS,324bf158-a33f-4e87-b83a-b9953aaaa381,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,4cc724b3-1a39-44ea-aadd-e8dd8a4e9100,,Location,,,,,,,,,,,,,39.209,-76.676,,,,,,,,,,,
MCC=310 MNC=410 LAC=7986 CI=160848120,4-0-7-2286,iPhone 3GS,87dc810f-2fe5-4f10-90f5-6b96b444bae2,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,045a0676-175c-4195-b0fd-1f9bcc222e52,,Location,,,,,,,,,,,,,39.199,-76.682,,,,,,,,,,,
00:1F:CA:CD:DA:C1,4-0-7-2287,iPhone 3GS,e46a108d-e008-4aa7-b996-a9f57498a01a,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,bbf4fad5-b7b1-4586-adac-933baa9d1ea7,,Location,,,,,,,,,,,,,39.207,-76.691,,,,,,,,,,,
C0:C1:C0:18:FB:A5,4-0-7-2288,iPhone 3GS,f1b04c15-7fb3-42e0-9baf-32b5a047460e,78df8cb8-592f-4493-adb0-a2f289a56ccb,,/iPhone 3GS File System Acquisition/iPhone 3GS File System Acquisition.ufdr/Location,Other Document,application/x-location,,Intact,c6af2b47-0af8-49ed-a5e5-5d6398d4df82,,Location,,,,,,,,,,,,,39.549,-76.09,,,,,,,,,,,
